relative_path;has_direct_registrar_alteracao;instantiated_repositories;repos_mutating_without_log;repos_unknown_class
app/adms/Controllers/lgpd/LgpdAipdTemplateFinanceiro.php;0;LgpdAipdRepository|DepartmentsRepository|LgpdRopaRepository|LgpdDataGroupsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateJuridico.php;0;LgpdRopaRepository|DepartmentsRepository|UsersRepository|LgpdAipdRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateLogistica.php;0;LgpdRopaRepository|DepartmentsRepository|UsersRepository|LgpdAipdRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateMarketing.php;0;LgpdAipdRepository|DepartmentsRepository|LgpdRopaRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateRh.php;0;LgpdAipdRepository|DepartmentsRepository|LgpdRopaRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateSaude.php;0;LgpdAipdRepository|DepartmentsRepository|LgpdRopaRepository|LgpdDataGroupsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdAipdTemplateTelecom.php;0;LgpdRopaRepository|DepartmentsRepository|UsersRepository|LgpdAipdRepository;;
app/adms/Controllers/lgpd/LgpdAipdView.php;0;LgpdAipdRepository;;
app/adms/Controllers/lgpd/LgpdBasesLegais.php;0;LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdBasesLegaisCreate.php;0;LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdBasesLegaisDelete.php;0;LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdBasesLegaisEdit.php;0;LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdBasesLegaisView.php;0;LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdCategoriasTitulares.php;0;LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdCategoriasTitularesCreate.php;0;LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdCategoriasTitularesDelete.php;0;LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdCategoriasTitularesEdit.php;0;LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdCategoriasTitularesView.php;0;LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdClassificacoesDados.php;0;LgpdClassificacoesDadosRepository|LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdClassificacoesDadosCreate.php;0;LgpdClassificacoesDadosRepository|LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdClassificacoesDadosDelete.php;0;LgpdClassificacoesDadosRepository;;
app/adms/Controllers/lgpd/LgpdClassificacoesDadosEdit.php;0;LgpdClassificacoesDadosRepository|LgpdBasesLegaisRepository;;
app/adms/Controllers/lgpd/LgpdClassificacoesDadosView.php;0;LgpdClassificacoesDadosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentoColeta.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentoColetaProcessar.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentoEmail.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentoEmailProcessar.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentoLogin.php;0;LgpdTermosRepository|LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentos.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentosCreate.php;0;LgpdConsentimentosRepository|LgpdConsentimentoArquivosRepository|LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentosDelete.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentosEdit.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentosRevogar.php;0;LgpdConsentimentosRepository;;
app/adms/Controllers/lgpd/LgpdConsentimentosView.php;0;LgpdConsentimentosRepository|LgpdConsentimentoArquivosRepository;;
app/adms/Controllers/lgpd/LgpdDashboard.php;0;LgpdDashboardRepository;;
app/adms/Controllers/lgpd/LgpdDataMapping.php;0;LgpdDataMappingRepository|LgpdRopaRepository|LgpdInventoryRepository;;
app/adms/Controllers/lgpd/LgpdDataMappingCreate.php;0;LgpdRopaRepository|LgpdInventoryRepository|LgpdFontesColetaRepository|LgpdDataMappingRepository;;
app/adms/Controllers/lgpd/LgpdDataMappingCreateFromRopa.php;0;LgpdRopaRepository|LgpdInventoryRepository|LgpdDataMappingRepository;;
app/adms/Controllers/lgpd/LgpdDataMappingDelete.php;0;LgpdDataMappingRepository;;
app/adms/Controllers/lgpd/LgpdDataMappingEdit.php;0;LgpdDataMappingRepository|LgpdRopaRepository|LgpdInventoryRepository|LgpdFontesColetaRepository;;
app/adms/Controllers/lgpd/LgpdDataMappingView.php;0;LgpdDataMappingRepository|LgpdFontesColetaRepository;;
app/adms/Controllers/lgpd/LgpdFinalidades.php;0;LgpdFinalidadesRepository;;
app/adms/Controllers/lgpd/LgpdFinalidadesCreate.php;0;LgpdFinalidadesRepository;;
app/adms/Controllers/lgpd/LgpdFinalidadesDelete.php;0;LgpdFinalidadesRepository;;
app/adms/Controllers/lgpd/LgpdFinalidadesEdit.php;0;LgpdFinalidadesRepository;;
app/adms/Controllers/lgpd/LgpdFinalidadesView.php;0;LgpdFinalidadesRepository;;
app/adms/Controllers/lgpd/LgpdFontesColeta.php;0;LgpdFontesColetaRepository;;
app/adms/Controllers/lgpd/LgpdInventory.php;0;LgpdInventoryRepository|DepartmentsRepository;;
app/adms/Controllers/lgpd/LgpdInventoryCreate.php;0;DepartmentsRepository|LgpdDataGroupsRepository|LgpdCategoriasTitularesRepository|LgpdInventoryRepository;;
app/adms/Controllers/lgpd/LgpdInventoryCreateNew.php;0;DepartmentsRepository|LgpdDataGroupsRepository|LgpdCategoriasTitularesRepository|LgpdInventoryRepository;;
app/adms/Controllers/lgpd/LgpdInventoryDelete.php;0;LgpdInventoryRepository;;
app/adms/Controllers/lgpd/LgpdInventoryEdit.php;0;LgpdInventoryRepository|DepartmentsRepository|LgpdDataGroupsRepository|LgpdCategoriasTitularesRepository;;
app/adms/Controllers/lgpd/LgpdInventoryView.php;0;LgpdInventoryRepository;;
app/adms/Controllers/lgpd/LgpdRipd.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdCreate.php;0;LgpdRipdRepository|LgpdAipdRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdRipdDashboard.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdDelete.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdEdit.php;0;LgpdRipdRepository|LgpdAipdRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdRipdExportPdf.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdExportPdfList.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdExportPdfView.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRipdView.php;0;LgpdRipdRepository;;
app/adms/Controllers/lgpd/LgpdRopa.php;0;LgpdRopaRepository|DepartmentsRepository;;
app/adms/Controllers/lgpd/LgpdRopaCreate.php;0;DepartmentsRepository|LgpdRopaRepository;;
app/adms/Controllers/lgpd/LgpdRopaCreateFromInventory.php;0;LgpdInventoryRepository|DepartmentsRepository|LgpdFinalidadesRepository|LgpdRopaRepository|LgpdDataMappingRepository;;
app/adms/Controllers/lgpd/LgpdRopaDelete.php;0;LgpdRopaRepository;;
app/adms/Controllers/lgpd/LgpdRopaEdit.php;0;LgpdRopaRepository|DepartmentsRepository;;
app/adms/Controllers/lgpd/LgpdRopaView.php;0;LgpdRopaRepository;;
app/adms/Controllers/lgpd/LgpdTermos.php;0;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosCreate.php;0;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosDelete.php;0;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosEdit.php;1;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosExportPdf.php;0;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosNewVersion.php;1;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTermosView.php;0;LgpdTermosRepository;;
app/adms/Controllers/lgpd/LgpdTia.php;0;LgpdTiaRepository;;
app/adms/Controllers/lgpd/LgpdTiaCreate.php;0;LgpdTiaRepository|DepartmentsRepository|LgpdRopaRepository|LgpdDataGroupsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaDashboard.php;0;LgpdTiaRepository|LgpdRopaRepository|DepartmentsRepository;;
app/adms/Controllers/lgpd/LgpdTiaDelete.php;0;LgpdTiaRepository;;
app/adms/Controllers/lgpd/LgpdTiaEdit.php;0;LgpdTiaRepository|DepartmentsRepository|LgpdRopaRepository|LgpdDataGroupsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaExportPdf.php;0;LgpdTiaRepository;;
app/adms/Controllers/lgpd/LgpdTiaExportPdfList.php;0;;;
app/adms/Controllers/lgpd/LgpdTiaExportPdfView.php;0;;;
app/adms/Controllers/lgpd/LgpdTiaTemplate.php;0;LgpdTiaRepository|DepartmentsRepository;;
app/adms/Controllers/lgpd/LgpdTiaTemplateFinanceiro.php;0;DepartmentsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaTemplateMarketing.php;0;DepartmentsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaTemplateRh.php;0;DepartmentsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaTemplates.php;0;;;
app/adms/Controllers/lgpd/LgpdTiaTemplateTi.php;0;DepartmentsRepository|UsersRepository;;
app/adms/Controllers/lgpd/LgpdTiaView.php;0;LgpdTiaRepository;;
app/adms/Controllers/lgpd/LgpdTiposDados.php;0;LgpdTiposDadosRepository;;
app/adms/Controllers/lgpd/LgpdTiposDadosCreate.php;0;LgpdTiposDadosRepository;;
app/adms/Controllers/lgpd/LgpdTiposDadosDelete.php;0;LgpdTiposDadosRepository;;
app/adms/Controllers/lgpd/LgpdTiposDadosEdit.php;0;LgpdTiposDadosRepository;;
app/adms/Controllers/lgpd/LgpdTiposDadosView.php;0;LgpdTiposDadosRepository;;
app/adms/Controllers/lgpd/LgpdWorkflowReport.php;0;LgpdInventoryRepository;;
app/adms/Controllers/login/ForgotPassword.php;0;ResetPasswordRepository;ResetPasswordRepository;
app/adms/Controllers/login/Login.php;0;LogAcessosRepository|LogsRepository|LgpdTermosRepository;;
app/adms/Controllers/login/Logout.php;0;LogAcessosRepository;;
app/adms/Controllers/login/NewUser.php;0;UsersRepository;;
app/adms/Controllers/login/ResetPassword.php;0;ResetPasswordRepository;ResetPasswordRepository;
app/adms/Controllers/logs/DownloadSessionDiagnosticLogs.php;0;;;
app/adms/Controllers/logs/ExportLogAcessosExcel.php;0;LogAcessosRepository;;
app/adms/Controllers/logs/ExportLogAcessosPdf.php;0;LogAcessosRepository;;
app/adms/Controllers/logs/ExportLogCsv.php;0;LogAlteracoesRepository;;
app/adms/Controllers/logs/ExportLogExcel.php;0;LogAlteracoesRepository|LogAlteracoesDetalhesRepository;LogAlteracoesDetalhesRepository;
app/adms/Controllers/logs/ExportLogPdf.php;0;LogAlteracoesRepository|LogAlteracoesDetalhesRepository|LgpdBasesLegaisRepository;LogAlteracoesDetalhesRepository;
app/adms/Controllers/logs/ExportSlowRequestProfilesCsv.php;0;AdmsSlowRequestProfileRepository;AdmsSlowRequestProfileRepository;
app/adms/Controllers/logs/ListConnectedUsers.php;0;AdmsSessionsRepository|AdmsPasswordPolicyRepository;AdmsSessionsRepository;
app/adms/Controllers/logs/ListLogAcessos.php;0;LogAcessosRepository;;
app/adms/Controllers/logs/ListLogAlteracoes.php;0;LogAlteracoesRepository|LogAlteracoesDetalhesRepository|AccessLevelsPagesRepository|CompetencyMatrixRepository|CrmNotesRepository|CrmCustomFieldsRepository|CrmDocumentsRepository|RoomBookingSlotHoldRepository|BookingAdditionalRequestsRepository|BookingParticipantsRepository|BookingWaitlistRepository;LogAlteracoesDetalhesRepository;
app/adms/Controllers/logs/LogSettings.php;0;AdmsLogSettingsRepository|AdmsSlowRequestProfileRepository;AdmsSlowRequestProfileRepository;
app/adms/Controllers/logs/SaveLogSettings.php;0;AdmsLogSettingsRepository;;
app/adms/Controllers/logs/ViewLogAlteracao.php;0;LogAlteracoesRepository|LogAlteracoesDetalhesRepository|LogJustificativasRepository;LogAlteracoesDetalhesRepository|LogJustificativasRepository;
app/adms/Controllers/movement/DeleteMovement.php;0;FinancialMovementsRepository|PaymentsRepository;;
app/adms/Controllers/movement/DeleteMovementReceive.php;0;FinancialMovementsRepository|ReceiptsRepository;;
app/adms/Controllers/movement/EditMovement.php;0;BanksRepository|PaymentMethodsRepository|FinancialMovementsRepository;;
app/adms/Controllers/movement/EditMovementReceive.php;0;BanksRepository|PaymentMethodsRepository|FinancialMovementsRepository;;
app/adms/Controllers/notifications/ListNotifications.php;0;NotificationsRepository;NotificationsRepository;
app/adms/Controllers/notifications/MarkNotificationsRead.php;0;NotificationsRepository;NotificationsRepository;
app/adms/Controllers/notifications/Notificacoes.php;0;NotificationsRepository;NotificationsRepository;
app/adms/Controllers/packages/CreatePackage.php;0;PackagesRepository;;
app/adms/Controllers/packages/DeletePackage.php;0;PackagesRepository;;
app/adms/Controllers/packages/ListPackages.php;0;PackagesRepository|MenuPermissionUserRepository;;
app/adms/Controllers/packages/UpdatePackage.php;0;PackagesRepository;;
app/adms/Controllers/packages/ViewPackage.php;0;PackagesRepository;;
app/adms/Controllers/pages/CreatePage.php;0;PackagesRepository|GroupsPagesRepository|PagesRepository;;
app/adms/Controllers/pages/DeletePage.php;0;PagesRepository;;
app/adms/Controllers/pages/ListPages.php;0;PagesRepository|GroupsPagesRepository|MenuPermissionUserRepository;;
app/adms/Controllers/pages/UpdatePage.php;0;PagesRepository|PackagesRepository|GroupsPagesRepository;;
app/adms/Controllers/pages/ViewPage.php;0;PagesRepository;;
app/adms/Controllers/pay/CheckBusy.php;0;PaymentsRepository;;
app/adms/Controllers/pay/ClearBusyPay.php;0;PaymentsRepository;;
app/adms/Controllers/pay/CreatePay.php;0;SupplierRepository|FrequencyRepository|PaymentMethodsRepository|AccountPlanRepository|CostCentersRepository|BanksRepository|PaymentsRepository|LogsRepository;;
app/adms/Controllers/pay/DeletePay.php;0;PaymentsRepository|LogsRepository;;
app/adms/Controllers/pay/GetPaymentsStatus.php;0;PaymentsRepository;;
app/adms/Controllers/pay/Installments.php;0;InstallmentsRepository|PaymentsRepository|SupplierRepository|FrequencyRepository|PartialValuesRepository|LogsRepository;InstallmentsRepository;
app/adms/Controllers/pay/ListPartialValues.php;0;PartialValuesRepository;;
app/adms/Controllers/pay/ListPayments.php;0;PaymentsRepository;;
app/adms/Controllers/pay/Payment.php;0;PaymentsRepository|SupplierRepository|FrequencyRepository|PaymentMethodsRepository|AccountPlanRepository|CostCentersRepository|BanksRepository|LogsRepository;;
app/adms/Controllers/pay/ProcessFilePayments.php;0;PaymentsRepository;;
app/adms/Controllers/pay/UpdatePay.php;0;PaymentsRepository|SupplierRepository|FrequencyRepository|AccountPlanRepository|CostCentersRepository|LogsRepository;;
app/adms/Controllers/pay/ViewPay.php;0;PaymentsRepository|PartialValuesRepository|LogsRepository;;
app/adms/Controllers/paymentMethod/CreatePaymentMethod.php;0;PaymentMethodsRepository;;
app/adms/Controllers/paymentMethod/DeletePaymentMethod.php;0;PaymentMethodsRepository;;
app/adms/Controllers/paymentMethod/ListPaymentMethods.php;0;PaymentMethodsRepository;;
app/adms/Controllers/paymentMethod/UpdatePaymentMethod.php;0;PaymentMethodsRepository;;
app/adms/Controllers/paymentMethod/ViewPaymentMethod.php;0;PaymentMethodsRepository;;
app/adms/Controllers/performance/CompetencyMatrix.php;0;CompetenciesRepository|PositionsRepository|CompetencyMatrixRepository;;
app/adms/Controllers/performance/CreateCompetency.php;0;CompetenciesRepository;;
app/adms/Controllers/performance/CreatePerformanceFeedback.php;0;UsersRepository|PerformanceReviewsRepository|PerformanceGoalsRepository|PerformanceFeedbacksRepository;PerformanceReviewsRepository|PerformanceGoalsRepository|PerformanceFeedbacksRepository;
app/adms/Controllers/performance/CreatePerformanceGoal.php;0;UsersRepository|PerformanceGoalsRepository;PerformanceGoalsRepository;
app/adms/Controllers/performance/CreatePerformanceReview.php;0;UsersRepository|PerformanceReviewsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/DeleteCompetency.php;0;CompetenciesRepository;;
app/adms/Controllers/performance/DeletePerformanceFeedback.php;0;PerformanceFeedbacksRepository;PerformanceFeedbacksRepository;
app/adms/Controllers/performance/DeletePerformanceGoal.php;0;PerformanceGoalsRepository;PerformanceGoalsRepository;
app/adms/Controllers/performance/DeletePerformanceReview.php;0;PerformanceReviewsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/ExportNineBoxMatrixExcel.php;0;PerformanceReviewsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/ExportNineBoxMatrixPdf.php;0;PerformanceReviewsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/ListCompetencies.php;0;CompetenciesRepository;;
app/adms/Controllers/performance/ListPerformanceFeedbacks.php;0;PerformanceFeedbacksRepository|UsersRepository;PerformanceFeedbacksRepository;
app/adms/Controllers/performance/ListPerformanceGoals.php;0;PerformanceGoalsRepository|UsersRepository;PerformanceGoalsRepository;
app/adms/Controllers/performance/ListPerformanceReviews.php;0;PerformanceReviewsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/NineBoxMatrix.php;0;PerformanceReviewsRepository|DepartmentsRepository|PositionsRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/PerformanceDashboard.php;0;PerformanceReviewsRepository|CompetenciesRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/RecordReviewResults.php;0;PerformanceReviewsRepository|PerformanceCompetenciesRepository|CompetenciesRepository|PerformanceGoalsRepository;PerformanceReviewsRepository|PerformanceCompetenciesRepository|PerformanceGoalsRepository;
app/adms/Controllers/performance/UpdateCompetency.php;0;CompetenciesRepository;;
app/adms/Controllers/performance/UpdatePerformanceFeedback.php;0;PerformanceFeedbacksRepository|PerformanceReviewsRepository|PerformanceGoalsRepository;PerformanceFeedbacksRepository|PerformanceReviewsRepository|PerformanceGoalsRepository;
app/adms/Controllers/performance/UpdatePerformanceGoal.php;0;PerformanceGoalsRepository|UsersRepository;PerformanceGoalsRepository;
app/adms/Controllers/performance/UpdatePerformanceReview.php;0;PerformanceReviewsRepository|UsersRepository;PerformanceReviewsRepository;
app/adms/Controllers/performance/ViewCompetency.php;0;CompetenciesRepository;;
app/adms/Controllers/performance/ViewPerformanceFeedback.php;0;PerformanceFeedbacksRepository;PerformanceFeedbacksRepository;
app/adms/Controllers/performance/ViewPerformanceGoal.php;0;PerformanceGoalsRepository;PerformanceGoalsRepository;
app/adms/Controllers/performance/ViewPerformanceReview.php;0;PerformanceReviewsRepository|PerformanceCompetenciesRepository|PerformanceGoalsRepository;PerformanceReviewsRepository|PerformanceCompetenciesRepository|PerformanceGoalsRepository;
app/adms/Controllers/permission/CopyAccessLevelPermissions.php;0;AccessLevelsRepository|AccessLevelsPagesRepository;;
app/adms/Controllers/permission/ExportAccessLevelPermissionsPdf.php;0;AccessLevelsRepository|PagesRepository|AccessLevelsPagesRepository|UsersAccessLevelsRepository;UsersAccessLevelsRepository;
app/adms/Controllers/permission/ListAccessLevelsPermissions.php;0;AccessLevelsRepository|AccessLevelsPagesRepository|PagesRepository;;
app/adms/Controllers/policies/AcknowledgePolicy.php;0;PoliciesRepository;;
app/adms/Controllers/policies/CreatePolicy.php;0;PoliciesRepository|DepartmentsRepository;;
app/adms/Controllers/policies/CreatePolicyCategory.php;1;PoliciesRepository;;
app/adms/Controllers/policies/DeletePolicy.php;1;PoliciesRepository;;
app/adms/Controllers/policies/DeletePolicyCategory.php;1;PoliciesRepository;;
app/adms/Controllers/policies/ExportRelatorioPolicyExcel.php;0;PoliciesRepository;;
app/adms/Controllers/policies/ExportRelatorioPolicyPdf.php;0;PoliciesRepository;;
app/adms/Controllers/policies/ListPolicies.php;0;PoliciesRepository|ButtonPermissionUserRepository|DepartmentsRepository;;
app/adms/Controllers/policies/ListPolicyCategories.php;0;PoliciesRepository;;
app/adms/Controllers/policies/ReadPolicy.php;0;PoliciesRepository;;
app/adms/Controllers/policies/RelatorioPolicy.php;0;PoliciesRepository;;
app/adms/Controllers/policies/UpdatePolicy.php;1;PoliciesRepository|DepartmentsRepository;;
app/adms/Controllers/policies/UpdatePolicyCategory.php;1;PoliciesRepository;;
app/adms/Controllers/policies/ViewPolicy.php;0;PoliciesRepository;;
app/adms/Controllers/portal/ApproveEmployeeRequestHR.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ApproveEmployeeRequestManager.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ConfirmPayrollDocumentDownload.php;0;EmployeePayrollDocumentsRepository|UsersRepository;EmployeePayrollDocumentsRepository;
app/adms/Controllers/portal/CreateEmployeeRequest.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/CreateEmployeeTicket.php;0;EmployeeTicketsRepository;EmployeeTicketsRepository;
app/adms/Controllers/portal/CreatePayrollDocumentType.php;0;PayrollDocumentTypesRepository;PayrollDocumentTypesRepository;
app/adms/Controllers/portal/CreateRequestType.php;0;RequestTypesRepository;RequestTypesRepository;
app/adms/Controllers/portal/DeletePayrollDocumentType.php;0;PayrollDocumentTypesRepository;PayrollDocumentTypesRepository;
app/adms/Controllers/portal/DeleteRequestType.php;0;RequestTypesRepository;RequestTypesRepository;
app/adms/Controllers/portal/EmployeePortal.php;0;EmployeeRequestsRepository|EmployeeTicketsRepository|UsersRepository|EmploymentHistoryRepository;EmployeeRequestsRepository|EmployeeTicketsRepository|EmploymentHistoryRepository;
app/adms/Controllers/portal/ImportPayrollDocuments.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository|ButtonPermissionUserRepository;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository;
app/adms/Controllers/portal/ListEmployeeRequests.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ListEmployeeTickets.php;0;EmployeeTicketsRepository;EmployeeTicketsRepository;
app/adms/Controllers/portal/ListPayrollDocumentTypes.php;0;PayrollDocumentTypesRepository;PayrollDocumentTypesRepository;
app/adms/Controllers/portal/ListPayrollSigningPendencies.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository;
app/adms/Controllers/portal/ListPendingHRApprovals.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ListPendingManagerApprovals.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ListRequestTypes.php;0;RequestTypesRepository;RequestTypesRepository;
app/adms/Controllers/portal/MyPayrollDocuments.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository;EmployeePayrollDocumentsRepository|PayrollDocumentTypesRepository;
app/adms/Controllers/portal/PayrollCronConfig.php;0;PayrollCronConfigRepository;;
app/adms/Controllers/portal/PayrollImportBatchAudit.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|PayrollDocumentTypesRepository;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|PayrollDocumentTypesRepository;
app/adms/Controllers/portal/PayrollImportBatchReport.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|NotificationsRepository|PayrollDocumentTypesRepository;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|NotificationsRepository|PayrollDocumentTypesRepository;
app/adms/Controllers/portal/PayrollRemindersCron.php;0;PayrollCronConfigRepository;;
app/adms/Controllers/portal/PayrollSignatureReceipt.php;0;EmployeePayrollDocumentsRepository|UsersRepository;EmployeePayrollDocumentsRepository;
app/adms/Controllers/portal/PendingApprovals.php;0;EmployeeRequestsRepository|UsersRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/SignPayrollDocument.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|PayrollDocumentOtpRepository|UsersRepository;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository|PayrollDocumentOtpRepository;
app/adms/Controllers/portal/UpdateEmployeeRequest.php;0;EmployeeRequestsRepository|RequestTypesRepository;EmployeeRequestsRepository|RequestTypesRepository;
app/adms/Controllers/portal/UpdatePayrollDocumentType.php;0;PayrollDocumentTypesRepository;PayrollDocumentTypesRepository;
app/adms/Controllers/portal/UpdateRequestType.php;0;RequestTypesRepository;RequestTypesRepository;
app/adms/Controllers/portal/ViewEmployeeRequest.php;0;EmployeeRequestsRepository;EmployeeRequestsRepository;
app/adms/Controllers/portal/ViewEmployeeTicket.php;0;EmployeeTicketsRepository;EmployeeTicketsRepository;
app/adms/Controllers/portal/ViewPayrollDocument.php;0;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository;EmployeePayrollDocumentsRepository|PayrollDocumentEventsRepository;
app/adms/Controllers/portal/ViewPayrollSignedBundle.php;0;EmployeePayrollDocumentsRepository|ButtonPermissionUserRepository;EmployeePayrollDocumentsRepository;
app/adms/Controllers/positions/CreatePosition.php;0;PositionsRepository;;
app/adms/Controllers/positions/DeletePosition.php;0;PositionsRepository;;
app/adms/Controllers/positions/ImportPositions.php;0;PositionsRepository;;
app/adms/Controllers/positions/ListPositions.php;0;PositionsRepository|MenuPermissionUserRepository;;
app/adms/Controllers/positions/UpdatePosition.php;0;PositionsRepository;;
app/adms/Controllers/positions/ViewPosition.php;0;PositionsRepository;;
app/adms/Controllers/projects/CreateProject.php;0;UsersRepository|ProjProjectsRepository;ProjProjectsRepository;
app/adms/Controllers/projects/CreateProjectStage.php;0;ProjStagesRepository;ProjStagesRepository;
app/adms/Controllers/projects/CreateStageGroup.php;1;ProjStageGroupsRepository;ProjStageGroupsRepository;
app/adms/Controllers/projects/DeleteProject.php;1;ProjProjectsRepository|ProjProjectStagesRepository;ProjProjectsRepository|ProjProjectStagesRepository;
app/adms/Controllers/projects/DeleteProjectStage.php;0;ProjStagesRepository;ProjStagesRepository;
app/adms/Controllers/projects/DeleteStageGroup.php;1;ProjStageGroupsRepository;ProjStageGroupsRepository;
app/adms/Controllers/projects/ListProjects.php;0;ProjProjectsRepository;ProjProjectsRepository;
app/adms/Controllers/projects/ListProjectStages.php;0;ProjStagesRepository;ProjStagesRepository;
app/adms/Controllers/projects/ListStageGroups.php;0;ProjStageGroupsRepository;ProjStageGroupsRepository;
app/adms/Controllers/projects/ProjectPartnerLookup.php;0;CustomerRepository|SupplierRepository;;
app/adms/Controllers/projects/UpdateProject.php;0;NotificationsRepository|ProjProjectsRepository|UsersRepository|ProjCommentsRepository|UsersAccessLevelsRepository|ProjProjectStagesRepository|ProjStagesRepository|ProjStageGroupsRepository;NotificationsRepository|ProjProjectsRepository|ProjCommentsRepository|UsersAccessLevelsRepository|ProjProjectStagesRepository|ProjStagesRepository|ProjStageGroupsRepository;
app/adms/Controllers/projects/UpdateProjectStage.php;0;ProjStagesRepository;ProjStagesRepository;
app/adms/Controllers/projects/UpdateStageGroup.php;1;ProjStageGroupsRepository|ProjStagesRepository;ProjStageGroupsRepository|ProjStagesRepository;
