erp_code;description;is_pa;inv_item_id;batches;mp_lines;mae_lines;hh_per_batch;hm_per_batch;power_kw_route;production_line;energy_class;complexity;driver_6;share_criterion_6_pct;pendencias;edit_url
43000132;"PROTENA TENDFLEX CT SACHE LAM X 30";SIM;3355;8;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3355
43000117;"PROVANCE ATOPIC GOTAS CT FR VD X 1 AG";SIM;3097;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3097
43000118;"PROVANCE ATOPIC GOTAS CT FR VD X 15 OR";SIM;3144;3;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3144
43000056;"PROVANCE GG GOTAS CT FR VD X 1 AG";SIM;1519;8;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/1519
43000057;"PROVANCE GG GOTAS CT FR VD X 5 OR";SIM;2437;9;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/2437
41500030;"REDULAC 9.000 FCC CT BL X 60 COMP";SIM;4137;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4137
41500029;"SELENIO 319,75 MCG FR X 60 COMP";SIM;1544;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/1544
43000064;"SEMBLE COLLAGEN ULTRA 3 G PO CT SACHE X 30";SIM;2870;14;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/2870
43000065;"SEMBLE FORT MAX CAP BL X 60 PROFUSE";SIM;3401;7;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3401
41500035;"SUPER CAFFEINE 200 MG FR X 210 COMP";SIM;3832;3;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3832
41500034;"SUPER CAFFEINE 200 MG FR X 60 COMP";SIM;1537;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/1537
43000040;"TESIFLEX CT FR PET OPC X 30";SIM;3603;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3603
43000042;"TESIFLEX CT FR PET OPC X 4";SIM;3610;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3610
43000044;"TESIFLEX DUO 11G PO CT SACHE LAM X 2";SIM;3617;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3617
43000043;"TESIFLEX DUO 11G PO CT SACHE LAM X 30";SIM;3900;56;10;10;0.0312;0.0312;0;TERCEIRO;PROB;baixa;2197.7866;28.1256;;http://localhost/administrativo/update-inventory-item/3900
40500077;"TETRA MAGNESIO FR X 60 CAPSULAS";SIM;4141;3;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4141
40500058;"THERMO CAPS FR X 60 CAPSULAS";SIM;4290;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4290
41000116;"TIARAJU COLAGENO VIT FCO 60+10 CAPS BLAN";SIM;2595;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/2595
43000093;"TIARAJU SUPER CAFFEINE 420MG FR X 30 COMPR";SIM;3560;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3560
43000094;"TOP FIT GF8 FR X 30 CAPSULAS";SIM;3561;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3561
43000075;"VIT C PLUS NATURAL LIFE X 60 CAPSULAS";SIM;3502;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3502
41000087;"VIT. A FR  X 60 CAPSULAS SOFTGEL";SIM;1542;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/1542
40500057;"VIT. C 250 MG FR X 60 CAPSULAS";SIM;4189;1;6;7;0.0450;0.0233;0;;;media;130.0000;1.6636;sem_linha|sem_classe_energia;http://localhost/administrativo/update-inventory-item/4189
41000089;"VIT. E 400 UI FR X 60 CAPSULAS SOFTGEL";SIM;4254;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4254
41000086;"VITAL C FORT VITAMINA C E ZINCO FR X 60 CAPSULAS SOFTGEL";SIM;257;3;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/257
43000081;"VITAMIN PRO FR X 30 CAPSULAS SOFTGEL INBEAUTY";SIM;3506;1;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3506
41500026;"VITAMINA B12 9,94 MCG FR X 60 COMP";SIM;4353;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4353
41500037;"VITAMINA B12 FR X 60 COMP SCAVONE";SIM;2705;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/2705
43000041;"VITAMINA D 2000 UI IMPEXPHARM FR PET OPC X 60 CAPS";SIM;3608;2;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/3608
41000081;"VITAMINA D3 2.000 UI FR X 60 CAPSULAS SOFTGEL";SIM;4146;6;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4146
41000082;"VITAMINA K2 149MCG FR X 60 CAPSULAS SOFTGEL";SIM;359;5;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/359
42000004;"VITTA D3 2000UI/GOTAS FR X 20 ML";SIM;4275;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4275
41500024;"ZINCO 29,59 MG FR X 60 COMP";SIM;4197;4;0;0;0;0;0;;;media;0.0000;0.0000;sem_bom_mp_mae|sem_rota_hh_hm|sem_linha|sem_classe_energia|driver_6_zero;http://localhost/administrativo/update-inventory-item/4197
